"name","time_value","value"
"Indianapolis-Carmel-Anderson",2020-07-11,0.76
"Kokomo",2020-07-11,0.44
"Lafayette-West Lafayette",2020-07-11,0.65
"Louisville/Jefferson County",2020-07-11,1.08
"Michigan City-La Porte",2020-07-11,0.71
"Muncie",2020-07-11,0.9
"South Bend-Mishawaka",2020-07-11,0.57
"Terre Haute",2020-07-11,0.33
"Bloomington",2020-07-13,1.92
"Cincinnati",2020-07-13,0.81
"Columbus",2020-07-13,0.72
"Fort Wayne",2020-07-13,1.1
"Elkhart-Goshen",2020-07-13,0.65
"Evansville",2020-07-13,1.01
"Chicago-Naperville-Elgin",2020-07-13,0.91
"Indianapolis-Carmel-Anderson",2020-07-13,0.81
"Kokomo",2020-07-13,0.68
"Lafayette-West Lafayette",2020-07-13,0.8
"Louisville/Jefferson County",2020-07-13,0.86
"Michigan City-La Porte",2020-07-13,0.79
"Muncie",2020-07-13,1.12
"South Bend-Mishawaka",2020-07-13,0.65
"Terre Haute",2020-07-13,0.42
"Bloomington",2020-07-14,1.81
"Cincinnati",2020-07-14,0.68
"Columbus",2020-07-14,0.87
"Fort Wayne",2020-07-14,0.96
"Elkhart-Goshen",2020-07-14,0.57
"Evansville",2020-07-14,0.99
"Chicago-Naperville-Elgin",2020-07-14,0.84
"Indianapolis-Carmel-Anderson",2020-07-14,0.77
"Kokomo",2020-07-14,0.77
"Lafayette-West Lafayette",2020-07-14,0.91
"Louisville/Jefferson County",2020-07-14,1.07
"Michigan City-La Porte",2020-07-14,0.76
"Muncie",2020-07-14,1.21
"South Bend-Mishawaka",2020-07-14,0.64
"Terre Haute",2020-07-14,0.4
"Bloomington",2020-07-15,1.61
"Cincinnati",2020-07-15,0.75
"Columbus",2020-07-15,0.75
"Fort Wayne",2020-07-15,0.8
"Elkhart-Goshen",2020-07-15,0.59
"Evansville",2020-07-15,0.89
"Chicago-Naperville-Elgin",2020-07-15,0.8
"Indianapolis-Carmel-Anderson",2020-07-15,0.69
"Kokomo",2020-07-15,0.74
"Lafayette-West Lafayette",2020-07-15,0.99
"Louisville/Jefferson County",2020-07-15,1.09
"Michigan City-La Porte",2020-07-15,0.78
"Muncie",2020-07-15,1.11
"South Bend-Mishawaka",2020-07-15,0.65
"Terre Haute",2020-07-15,0.46
"Bloomington",2020-07-16,1.58
"Cincinnati",2020-07-16,0.82
"Columbus",2020-07-16,0.61
"Fort Wayne",2020-07-16,0.72
"Elkhart-Goshen",2020-07-16,0.64
"Evansville",2020-07-16,0.81
"Chicago-Naperville-Elgin",2020-07-16,0.81
"Indianapolis-Carmel-Anderson",2020-07-16,0.67
"Kokomo",2020-07-16,0.79
"Lafayette-West Lafayette",2020-07-16,1.03
"Louisville/Jefferson County",2020-07-16,1.08
"Michigan City-La Porte",2020-07-16,0.75
"Muncie",2020-07-16,1.16
"South Bend-Mishawaka",2020-07-16,0.64
"Terre Haute",2020-07-16,0.63
"Bloomington",2020-07-17,1.43
"Cincinnati",2020-07-17,1.01
"Columbus",2020-07-17,0.54
"Fort Wayne",2020-07-17,0.66
"Elkhart-Goshen",2020-07-17,0.77
"Evansville",2020-07-17,0.77
"Chicago-Naperville-Elgin",2020-07-17,0.84
"Indianapolis-Carmel-Anderson",2020-07-17,0.75
"Kokomo",2020-07-17,0.82
"Lafayette-West Lafayette",2020-07-17,0.99
"Louisville/Jefferson County",2020-07-17,1.04
"Michigan City-La Porte",2020-07-17,0.72
"Muncie",2020-07-17,1.13
"South Bend-Mishawaka",2020-07-17,0.7
"Terre Haute",2020-07-17,0.73
"Bloomington",2020-07-18,1.24
"Cincinnati",2020-07-18,1.05
"Columbus",2020-07-18,0.59
"Fort Wayne",2020-07-18,0.59
"Elkhart-Goshen",2020-07-18,0.93
"Evansville",2020-07-18,0.75
"Chicago-Naperville-Elgin",2020-07-18,0.83
"Indianapolis-Carmel-Anderson",2020-07-18,0.74
"Kokomo",2020-07-18,0.89
"Lafayette-West Lafayette",2020-07-18,0.99
"Louisville/Jefferson County",2020-07-18,1.35
"Michigan City-La Porte",2020-07-18,0.71
"Muncie",2020-07-18,0.7
"South Bend-Mishawaka",2020-07-18,0.72
"Terre Haute",2020-07-18,0.76
"Bloomington",2020-07-21,1.08
"Cincinnati",2020-07-21,0.98
"Columbus",2020-07-21,0.47
"Fort Wayne",2020-07-21,0.65
"Elkhart-Goshen",2020-07-21,1.16
"Evansville",2020-07-21,0.86
"Chicago-Naperville-Elgin",2020-07-21,0.71
"Indianapolis-Carmel-Anderson",2020-07-21,0.78
"Kokomo",2020-07-21,1.04
"Lafayette-West Lafayette",2020-07-21,0.87
"Louisville/Jefferson County",2020-07-21,1.11
"Michigan City-La Porte",2020-07-21,0.78
"Muncie",2020-07-21,0.78
"South Bend-Mishawaka",2020-07-21,0.82
"Terre Haute",2020-07-21,0.89
"Bloomington",2020-07-22,1.45
"Cincinnati",2020-07-22,1.04
"Columbus",2020-07-22,0.47
"Fort Wayne",2020-07-22,0.63
"Elkhart-Goshen",2020-07-22,1.12
"Evansville",2020-07-22,0.88
"Chicago-Naperville-Elgin",2020-07-22,0.71
"Indianapolis-Carmel-Anderson",2020-07-22,0.82
"Kokomo",2020-07-22,1.04
"Lafayette-West Lafayette",2020-07-22,0.83
"Louisville/Jefferson County",2020-07-22,1.12
"Michigan City-La Porte",2020-07-22,0.82
"Muncie",2020-07-22,0.78
"South Bend-Mishawaka",2020-07-22,0.83
"Terre Haute",2020-07-22,0.87
"Bloomington",2020-07-23,1.36
"Cincinnati",2020-07-23,1.03
"Columbus",2020-07-23,0.58
"Fort Wayne",2020-07-23,0.62
"Elkhart-Goshen",2020-07-23,1.41
"Evansville",2020-07-23,0.85
"Chicago-Naperville-Elgin",2020-07-23,0.67
"Indianapolis-Carmel-Anderson",2020-07-23,0.81
"Kokomo",2020-07-23,1.31
"Lafayette-West Lafayette",2020-07-23,0.74
"Louisville/Jefferson County",2020-07-23,1
"Michigan City-La Porte",2020-07-23,0.71
"Muncie",2020-07-23,0.79
"South Bend-Mishawaka",2020-07-23,1.17
"Terre Haute",2020-07-23,0.8
"Bloomington",2020-07-24,1.52
"Cincinnati",2020-07-24,0.89
"Columbus",2020-07-24,0.61
"Fort Wayne",2020-07-24,0.62
"Elkhart-Goshen",2020-07-24,1.35
"Evansville",2020-07-24,1.01
"Chicago-Naperville-Elgin",2020-07-24,0.71
"Indianapolis-Carmel-Anderson",2020-07-24,0.79
"Kokomo",2020-07-24,1.24
"Lafayette-West Lafayette",2020-07-24,0.76
"Louisville/Jefferson County",2020-07-24,0.97
"Michigan City-La Porte",2020-07-24,0.7
"Muncie",2020-07-24,0.77
"South Bend-Mishawaka",2020-07-24,1.18
"Terre Haute",2020-07-24,0.57
"Bloomington",2020-07-25,1.49
"Cincinnati",2020-07-25,0.79
"Columbus",2020-07-25,0.55
"Fort Wayne",2020-07-25,0.64
"Elkhart-Goshen",2020-07-25,1.21
"Evansville",2020-07-25,0.97
"Chicago-Naperville-Elgin",2020-07-25,0.71
"Indianapolis-Carmel-Anderson",2020-07-25,0.82
"Kokomo",2020-07-25,1.37
"Lafayette-West Lafayette",2020-07-25,0.82
"Louisville/Jefferson County",2020-07-25,0.96
"Michigan City-La Porte",2020-07-25,0.7
"Muncie",2020-07-25,0.81
"South Bend-Mishawaka",2020-07-25,1.11
"Terre Haute",2020-07-25,0.52
"Bloomington",2020-07-26,1.61
"Cincinnati",2020-07-26,0.79
"Columbus",2020-07-26,0.59
"Fort Wayne",2020-07-26,1.08
"Elkhart-Goshen",2020-07-26,1
"Evansville",2020-07-26,0.98
"Chicago-Naperville-Elgin",2020-07-26,0.71
"Indianapolis-Carmel-Anderson",2020-07-26,0.9
"Kokomo",2020-07-26,1.42
"Lafayette-West Lafayette",2020-07-26,0.82
"Louisville/Jefferson County",2020-07-26,0.86
"Michigan City-La Porte",2020-07-26,0.71
"Muncie",2020-07-26,0.86
"South Bend-Mishawaka",2020-07-26,0.97
"Terre Haute",2020-07-26,0.47
"Bloomington",2020-07-27,1.5
"Cincinnati",2020-07-27,0.85
"Columbus",2020-07-27,0.51
"Fort Wayne",2020-07-27,0.98
"Elkhart-Goshen",2020-07-27,0.88
"Evansville",2020-07-27,0.95
"Chicago-Naperville-Elgin",2020-07-27,0.73
"Indianapolis-Carmel-Anderson",2020-07-27,0.78
"Kokomo",2020-07-27,1.4
"Lafayette-West Lafayette",2020-07-27,0.84
"Louisville/Jefferson County",2020-07-27,0.77
"Michigan City-La Porte",2020-07-27,0.73
"Muncie",2020-07-27,0.71
"South Bend-Mishawaka",2020-07-27,0.93
"Terre Haute",2020-07-27,0.51
"Bloomington",2020-07-28,1.4
"Cincinnati",2020-07-28,0.88
"Columbus",2020-07-28,0.54
"Fort Wayne",2020-07-28,0.96
"Elkhart-Goshen",2020-07-28,0.84
"Evansville",2020-07-28,1.21
"Chicago-Naperville-Elgin",2020-07-28,0.76
"Indianapolis-Carmel-Anderson",2020-07-28,0.82
"Kokomo",2020-07-28,1.4
"Lafayette-West Lafayette",2020-07-28,0.69
"Louisville/Jefferson County",2020-07-28,0.67
"Michigan City-La Porte",2020-07-28,0.7
"Muncie",2020-07-28,0.71
"South Bend-Mishawaka",2020-07-28,0.79
"Terre Haute",2020-07-28,0.43
"Bloomington",2020-07-29,1.6
"Cincinnati",2020-07-29,0.79
"Columbus",2020-07-29,0.56
"Fort Wayne",2020-07-29,0.95
"Elkhart-Goshen",2020-07-29,0.65
"Evansville",2020-07-29,1.12
"Chicago-Naperville-Elgin",2020-07-29,0.74
"Indianapolis-Carmel-Anderson",2020-07-29,0.83
"Kokomo",2020-07-29,1.39
"Lafayette-West Lafayette",2020-07-29,0.62
"Louisville/Jefferson County",2020-07-29,0.65
"Michigan City-La Porte",2020-07-29,0.63
"Muncie",2020-07-29,0.56
"South Bend-Mishawaka",2020-07-29,0.82
"Terre Haute",2020-07-29,0.59
"Bloomington",2020-07-30,1.69
"Cincinnati",2020-07-30,0.86
"Columbus",2020-07-30,0.55
"Fort Wayne",2020-07-30,0.93
"Elkhart-Goshen",2020-07-30,0.71
"Evansville",2020-07-30,1.06
"Chicago-Naperville-Elgin",2020-07-30,0.74
"Indianapolis-Carmel-Anderson",2020-07-30,0.86
"Kokomo",2020-07-30,1.38
"Lafayette-West Lafayette",2020-07-30,0.67
"Louisville/Jefferson County",2020-07-30,0.68
"Michigan City-La Porte",2020-07-30,0.55
"Muncie",2020-07-30,0.56
"South Bend-Mishawaka",2020-07-30,0.82
"Terre Haute",2020-07-30,0.6
"Bloomington",2020-07-31,1.68
"Cincinnati",2020-07-31,0.73
"Columbus",2020-07-31,0.45
"Fort Wayne",2020-07-31,0.86
"Elkhart-Goshen",2020-07-31,0.77
"Evansville",2020-07-31,0.83
"Chicago-Naperville-Elgin",2020-07-31,0.75
"Indianapolis-Carmel-Anderson",2020-07-31,0.84
"Kokomo",2020-07-31,0.77
"Lafayette-West Lafayette",2020-07-31,0.77
"Louisville/Jefferson County",2020-07-31,0.75
"Michigan City-La Porte",2020-07-31,0.57
"Muncie",2020-07-31,0.53
"South Bend-Mishawaka",2020-07-31,0.74
"Terre Haute",2020-07-31,0.59
"Bloomington",2020-08-01,1.66
"Cincinnati",2020-08-01,0.79
"Columbus",2020-08-01,0.52
"Fort Wayne",2020-08-01,0.79
"Elkhart-Goshen",2020-08-01,0.78
"Evansville",2020-08-01,0.78
"Chicago-Naperville-Elgin",2020-08-01,0.76
"Indianapolis-Carmel-Anderson",2020-08-01,0.94
"Kokomo",2020-08-01,0.87
"Lafayette-West Lafayette",2020-08-01,0.8
"Louisville/Jefferson County",2020-08-01,1.1
"Michigan City-La Porte",2020-08-01,0.66
"Muncie",2020-08-01,0.71
"South Bend-Mishawaka",2020-08-01,0.73
"Terre Haute",2020-08-01,0.64
"Bloomington",2020-08-02,1.67
"Cincinnati",2020-08-02,0.84
"Columbus",2020-08-02,0.55
"Fort Wayne",2020-08-02,0.63
"Elkhart-Goshen",2020-08-02,1.08
"Evansville",2020-08-02,0.67
"Chicago-Naperville-Elgin",2020-08-02,0.75
"Indianapolis-Carmel-Anderson",2020-08-02,0.9
"Kokomo",2020-08-02,0.86
"Lafayette-West Lafayette",2020-08-02,0.9
"Louisville/Jefferson County",2020-08-02,1.16
"Michigan City-La Porte",2020-08-02,0.69
"Muncie",2020-08-02,0.83
"South Bend-Mishawaka",2020-08-02,1
"Terre Haute",2020-08-02,0.67
"Bloomington",2020-08-03,1.19
"Cincinnati",2020-08-03,1.01
"Columbus",2020-08-03,0.51
"Fort Wayne",2020-08-03,0.65
"Elkhart-Goshen",2020-08-03,1.06
"Evansville",2020-08-03,0.64
"Chicago-Naperville-Elgin",2020-08-03,0.73
"Indianapolis-Carmel-Anderson",2020-08-03,0.87
"Kokomo",2020-08-03,0.81
"Lafayette-West Lafayette",2020-08-03,1.04
"Louisville/Jefferson County",2020-08-03,1.28
"Michigan City-La Porte",2020-08-03,0.72
"Muncie",2020-08-03,0.84
"South Bend-Mishawaka",2020-08-03,1.05
"Terre Haute",2020-08-03,0.64
"Bloomington",2020-08-04,1.12
"Cincinnati",2020-08-04,1.03
"Columbus",2020-08-04,0.59
"Fort Wayne",2020-08-04,0.65
"Elkhart-Goshen",2020-08-04,1.03
"Evansville",2020-08-04,0.81
"Chicago-Naperville-Elgin",2020-08-04,0.72
"Indianapolis-Carmel-Anderson",2020-08-04,0.9
"Kokomo",2020-08-04,0.77
"Lafayette-West Lafayette",2020-08-04,1.02
"Louisville/Jefferson County",2020-08-04,1.39
"Michigan City-La Porte",2020-08-04,0.73
"Muncie",2020-08-04,0.83
"South Bend-Mishawaka",2020-08-04,1.01
"Terre Haute",2020-08-04,0.66
"Bloomington",2020-08-05,1.01
"Cincinnati",2020-08-05,1.22
"Columbus",2020-08-05,0.54
"Fort Wayne",2020-08-05,0.59
"Elkhart-Goshen",2020-08-05,1.12
"Evansville",2020-08-05,0.87
"Chicago-Naperville-Elgin",2020-08-05,0.68
"Indianapolis-Carmel-Anderson",2020-08-05,0.86
"Kokomo",2020-08-05,0.71
"Lafayette-West Lafayette",2020-08-05,1.08
"Louisville/Jefferson County",2020-08-05,1.29
"Michigan City-La Porte",2020-08-05,0.7
"Muncie",2020-08-05,0.78
"South Bend-Mishawaka",2020-08-05,0.91
"Terre Haute",2020-08-05,1.05
"Bloomington",2020-08-06,0.87
"Cincinnati",2020-08-06,1.15
"Columbus",2020-08-06,0.49
"Fort Wayne",2020-08-06,0.7
"Elkhart-Goshen",2020-08-06,1.1
"Evansville",2020-08-06,0.97
"Chicago-Naperville-Elgin",2020-08-06,0.73
"Indianapolis-Carmel-Anderson",2020-08-06,0.87
"Kokomo",2020-08-06,0.63
"Lafayette-West Lafayette",2020-08-06,1.09
"Louisville/Jefferson County",2020-08-06,1.23
"Michigan City-La Porte",2020-08-06,0.69
"Muncie",2020-08-06,0.77
"South Bend-Mishawaka",2020-08-06,0.91
"Terre Haute",2020-08-06,0.95
"Bloomington",2020-08-07,0.94
"Cincinnati",2020-08-07,1.24
"Columbus",2020-08-07,0.51
"Fort Wayne",2020-08-07,0.75
"Elkhart-Goshen",2020-08-07,1.43
"Evansville",2020-08-07,1.03
"Chicago-Naperville-Elgin",2020-08-07,0.99
"Indianapolis-Carmel-Anderson",2020-08-07,0.94
"Kokomo",2020-08-07,0.64
"Lafayette-West Lafayette",2020-08-07,1.03
"Louisville/Jefferson County",2020-08-07,1.32
"Michigan City-La Porte",2020-08-07,0.67
"Muncie",2020-08-07,0.77
"South Bend-Mishawaka",2020-08-07,1.31
"Terre Haute",2020-08-07,1.08
"Bloomington",2020-08-08,0.96
"Cincinnati",2020-08-08,1
"Columbus",2020-08-08,0.45
"Fort Wayne",2020-08-08,0.73
"Elkhart-Goshen",2020-08-08,1.02
"Evansville",2020-08-08,0.94
"Chicago-Naperville-Elgin",2020-08-08,0.99
"Indianapolis-Carmel-Anderson",2020-08-08,0.96
"Kokomo",2020-08-08,0.53
"Lafayette-West Lafayette",2020-08-08,0.97
"Louisville/Jefferson County",2020-08-08,1.47
"Michigan City-La Porte",2020-08-08,0.79
"Muncie",2020-08-08,0.61
"South Bend-Mishawaka",2020-08-08,0.85
"Terre Haute",2020-08-08,0.68
"Bloomington",2020-08-09,1.15
"Cincinnati",2020-08-09,1.13
"Columbus",2020-08-09,0.52
"Fort Wayne",2020-08-09,0.79
"Elkhart-Goshen",2020-08-09,1.21
"Evansville",2020-08-09,0.92
"Chicago-Naperville-Elgin",2020-08-09,1.05
"Indianapolis-Carmel-Anderson",2020-08-09,0.96
"Kokomo",2020-08-09,0.58
"Lafayette-West Lafayette",2020-08-09,0.84
"Louisville/Jefferson County",2020-08-09,1.29
"Michigan City-La Porte",2020-08-09,0.74
"Muncie",2020-08-09,0.61
"South Bend-Mishawaka",2020-08-09,1.11
"Terre Haute",2020-08-09,1.28
"Bloomington",2020-08-10,1.21
"Cincinnati",2020-08-10,1.15
"Columbus",2020-08-10,0.63
"Fort Wayne",2020-08-10,0.9
"Elkhart-Goshen",2020-08-10,1.25
"Evansville",2020-08-10,1.02
"Chicago-Naperville-Elgin",2020-08-10,1.24
"Indianapolis-Carmel-Anderson",2020-08-10,1.15
"Kokomo",2020-08-10,0.69
"Lafayette-West Lafayette",2020-08-10,0.8
"Louisville/Jefferson County",2020-08-10,1.58
"Michigan City-La Porte",2020-08-10,0.74
"Muncie",2020-08-10,0.81
"South Bend-Mishawaka",2020-08-10,0.9
"Terre Haute",2020-08-10,1.04
"Bloomington",2020-08-11,1.24
"Cincinnati",2020-08-11,1.05
"Columbus",2020-08-11,0.56
"Fort Wayne",2020-08-11,0.92
"Elkhart-Goshen",2020-08-11,1.48
"Evansville",2020-08-11,0.87
"Chicago-Naperville-Elgin",2020-08-11,1.27
"Indianapolis-Carmel-Anderson",2020-08-11,1.08
"Kokomo",2020-08-11,0.62
"Lafayette-West Lafayette",2020-08-11,0.8
"Louisville/Jefferson County",2020-08-11,1.19
"Michigan City-La Porte",2020-08-11,0.67
"Muncie",2020-08-11,0.76
"South Bend-Mishawaka",2020-08-11,1.1
"Terre Haute",2020-08-11,1.29
"<<<<<<< HEAD",NA,NA
"=======",NA,NA
"Bloomington",2020-08-12,1.34
"Cincinnati",2020-08-12,1.1
"Columbus",2020-08-12,0.84
"Fort Wayne",2020-08-12,0.94
"Elkhart-Goshen",2020-08-12,1.2
"Evansville",2020-08-12,1.34
"Chicago-Naperville-Elgin",2020-08-12,1.16
"Indianapolis-Carmel-Anderson",2020-08-12,1.47
"Kokomo",2020-08-12,0.91
"Lafayette-West Lafayette",2020-08-12,0.85
"Louisville/Jefferson County",2020-08-12,1.06
"Michigan City-La Porte",2020-08-12,0.61
"Muncie",2020-08-12,1.11
"South Bend-Mishawaka",2020-08-12,0.78
"Terre Haute",2020-08-12,1.03
"Bloomington",2020-08-13,1.13
"Cincinnati",2020-08-13,0.8
"Columbus",2020-08-13,0.86
"Fort Wayne",2020-08-13,0.87
"Elkhart-Goshen",2020-08-13,1.31
"Evansville",2020-08-13,1.4
"Chicago-Naperville-Elgin",2020-08-13,1.16
"Indianapolis-Carmel-Anderson",2020-08-13,1.1
"Kokomo",2020-08-13,0.61
"Lafayette-West Lafayette",2020-08-13,0.88
"Louisville/Jefferson County",2020-08-13,1.24
"Michigan City-La Porte",2020-08-13,0.74
"Muncie",2020-08-13,0.75
"South Bend-Mishawaka",2020-08-13,0.79
"Terre Haute",2020-08-13,1.11
">>>>>>> 113d96e638fcac35d736d138e77e8b5d47d9a407",NA,NA
"Bloomington",2020-08-14,1.06
"Cincinnati",2020-08-14,1.08
"Columbus",2020-08-14,0.75
"Fort Wayne",2020-08-14,0.77
"Elkhart-Goshen",2020-08-14,1.79
"Evansville",2020-08-14,1.25
"Chicago-Naperville-Elgin",2020-08-14,1.08
"Indianapolis-Carmel-Anderson",2020-08-14,0.99
"Kokomo",2020-08-14,0.57
"Lafayette-West Lafayette",2020-08-14,0.79
"Louisville/Jefferson County",2020-08-14,1.78
"Michigan City-La Porte",2020-08-14,0.74
"Muncie",2020-08-14,0.67
"South Bend-Mishawaka",2020-08-14,1.3
"Terre Haute",2020-08-14,0.98
"Bloomington",2020-08-15,1.22
"Cincinnati",2020-08-15,0.74
"Columbus",2020-08-15,0.94
"Fort Wayne",2020-08-15,1.96
"Elkhart-Goshen",2020-08-15,1.12
"Evansville",2020-08-15,1.41
"Chicago-Naperville-Elgin",2020-08-15,1.11
"Indianapolis-Carmel-Anderson",2020-08-15,1.15
"Kokomo",2020-08-15,0.7
"Lafayette-West Lafayette",2020-08-15,0.76
"Louisville/Jefferson County",2020-08-15,1.04
"Michigan City-La Porte",2020-08-15,0.58
"Muncie",2020-08-15,0.86
"South Bend-Mishawaka",2020-08-15,0.71
"Terre Haute",2020-08-15,1.08
"Bloomington",2020-08-16,1.49
"Cincinnati",2020-08-16,0.55
"Columbus",2020-08-16,1.01
"Fort Wayne",2020-08-16,0.65
"Elkhart-Goshen",2020-08-16,1.96
"Evansville",2020-08-16,1.28
"Chicago-Naperville-Elgin",2020-08-16,0.8
"Indianapolis-Carmel-Anderson",2020-08-16,0.82
"Kokomo",2020-08-16,0.77
"Lafayette-West Lafayette",2020-08-16,0.85
"Louisville/Jefferson County",2020-08-16,0.84
"Michigan City-La Porte",2020-08-16,0.72
"Muncie",2020-08-16,1.04
"South Bend-Mishawaka",2020-08-16,1.83
"Terre Haute",2020-08-16,1.15
"Bloomington",2020-08-17,1.75
"Cincinnati",2020-08-17,0.97
"Columbus",2020-08-17,1.05
"Fort Wayne",2020-08-17,0.7
"Elkhart-Goshen",2020-08-17,0.69
"Evansville",2020-08-17,1.23
"Chicago-Naperville-Elgin",2020-08-17,0.74
"Indianapolis-Carmel-Anderson",2020-08-17,0.82
"Kokomo",2020-08-17,0.81
"Lafayette-West Lafayette",2020-08-17,1
"Louisville/Jefferson County",2020-08-17,0.86
"Michigan City-La Porte",2020-08-17,0.67
"Muncie",2020-08-17,1.05
"South Bend-Mishawaka",2020-08-17,0.73
"Terre Haute",2020-08-17,0.8
"Bloomington",2020-08-18,1.48
"Cincinnati",2020-08-18,0.51
"Columbus",2020-08-18,0.87
"Fort Wayne",2020-08-18,0.71
"Elkhart-Goshen",2020-08-18,0.75
"Evansville",2020-08-18,3.43
"Chicago-Naperville-Elgin",2020-08-18,0.72
"Indianapolis-Carmel-Anderson",2020-08-18,0.68
"Kokomo",2020-08-18,0.62
"Lafayette-West Lafayette",2020-08-18,0.94
"Louisville/Jefferson County",2020-08-18,0.76
"Michigan City-La Porte",2020-08-18,0.74
"Muncie",2020-08-18,0.87
"South Bend-Mishawaka",2020-08-18,0.64
"Terre Haute",2020-08-18,0.73
"Bloomington",2020-08-20,1.63
"Cincinnati",2020-08-20,0.6
"Columbus",2020-08-20,0.75
"Fort Wayne",2020-08-20,0.76
"Elkhart-Goshen",2020-08-20,0.66
"Evansville",2020-08-20,1.33
"Chicago-Naperville-Elgin",2020-08-20,0.74
"Indianapolis-Carmel-Anderson",2020-08-20,0.85
"Kokomo",2020-08-20,0.68
"Lafayette-West Lafayette",2020-08-20,1
"Louisville/Jefferson County",2020-08-20,0.98
"Michigan City-La Porte",2020-08-20,0.8
"Muncie",2020-08-20,0.83
"South Bend-Mishawaka",2020-08-20,0.69
"Terre Haute",2020-08-20,0.8
"Bloomington",2020-08-21,1.42
"Cincinnati",2020-08-21,0.56
"Columbus",2020-08-21,0.7
"Fort Wayne",2020-08-21,0.8
"Elkhart-Goshen",2020-08-21,0.64
"Evansville",2020-08-21,1.16
"Chicago-Naperville-Elgin",2020-08-21,0.72
"Indianapolis-Carmel-Anderson",2020-08-21,0.81
"Kokomo",2020-08-21,0.64
"Lafayette-West Lafayette",2020-08-21,0.73
"Louisville/Jefferson County",2020-08-21,1.6
"Michigan City-La Porte",2020-08-21,0.71
"Muncie",2020-08-21,0.87
"South Bend-Mishawaka",2020-08-21,0.67
"Terre Haute",2020-08-21,0.7
"Bloomington",2020-08-22,1.46
"Cincinnati",2020-08-22,0.57
"Columbus",2020-08-22,0.71
"Fort Wayne",2020-08-22,0.77
"Elkhart-Goshen",2020-08-22,0.64
"Evansville",2020-08-22,1.04
"Chicago-Naperville-Elgin",2020-08-22,0.72
"Indianapolis-Carmel-Anderson",2020-08-22,0.81
"Kokomo",2020-08-22,0.65
"Lafayette-West Lafayette",2020-08-22,0.74
"Louisville/Jefferson County",2020-08-22,1.55
"Michigan City-La Porte",2020-08-22,1
"Muncie",2020-08-22,0.9
"South Bend-Mishawaka",2020-08-22,0.75
"Terre Haute",2020-08-22,0.67
"Bloomington",2020-08-23,1.31
"Cincinnati",2020-08-23,0.59
"Columbus",2020-08-23,0.68
"Fort Wayne",2020-08-23,0.71
"Elkhart-Goshen",2020-08-23,0.63
"Evansville",2020-08-23,1.16
"Chicago-Naperville-Elgin",2020-08-23,0.72
"Indianapolis-Carmel-Anderson",2020-08-23,0.73
"Kokomo",2020-08-23,0.62
"Lafayette-West Lafayette",2020-08-23,0.67
"Louisville/Jefferson County",2020-08-23,1.54
"Michigan City-La Porte",2020-08-23,1.07
"Muncie",2020-08-23,0.78
"South Bend-Mishawaka",2020-08-23,0.71
"Terre Haute",2020-08-23,0.76
"Bloomington",2020-08-24,1.13
"Cincinnati",2020-08-24,0.58
"Columbus",2020-08-24,0.64
"Fort Wayne",2020-08-24,0.75
"Elkhart-Goshen",2020-08-24,0.73
"Evansville",2020-08-24,1.09
"Chicago-Naperville-Elgin",2020-08-24,0.72
"Indianapolis-Carmel-Anderson",2020-08-24,0.79
"Kokomo",2020-08-24,0.58
"Lafayette-West Lafayette",2020-08-24,0.49
"Louisville/Jefferson County",2020-08-24,1.51
"Michigan City-La Porte",2020-08-24,1.12
"Muncie",2020-08-24,0.79
"South Bend-Mishawaka",2020-08-24,0.76
"Terre Haute",2020-08-24,0.77
"Bloomington",2020-08-25,1.14
"Cincinnati",2020-08-25,0.58
"Columbus",2020-08-25,0.64
"Fort Wayne",2020-08-25,0.75
"Elkhart-Goshen",2020-08-25,0.73
"Evansville",2020-08-25,1.09
"Chicago-Naperville-Elgin",2020-08-25,0.72
"Indianapolis-Carmel-Anderson",2020-08-25,0.79
"Kokomo",2020-08-25,0.58
"Lafayette-West Lafayette",2020-08-25,0.49
"Louisville/Jefferson County",2020-08-25,1.5
"Michigan City-La Porte",2020-08-25,1.12
"Muncie",2020-08-25,0.79
"South Bend-Mishawaka",2020-08-25,0.76
"Terre Haute",2020-08-25,0.77
"Bloomington",2020-08-26,1.59
"Cincinnati",2020-08-26,0.59
"Columbus",2020-08-26,1.01
"Fort Wayne",2020-08-26,0.68
"Elkhart-Goshen",2020-08-26,1.08
"Evansville",2020-08-26,0.91
"Chicago-Naperville-Elgin",2020-08-26,0.72
"Indianapolis-Carmel-Anderson",2020-08-26,1.05
"Kokomo",2020-08-26,0.98
"Lafayette-West Lafayette",2020-08-26,0.46
"Louisville/Jefferson County",2020-08-26,1.59
"Michigan City-La Porte",2020-08-26,0.75
"Muncie",2020-08-26,1.29
"South Bend-Mishawaka",2020-08-26,0.89
"Terre Haute",2020-08-26,1.07
"Bloomington",2020-08-27,1.06
"Cincinnati",2020-08-27,0.93
"Columbus",2020-08-27,0.59
"Fort Wayne",2020-08-27,2.45
"Elkhart-Goshen",2020-08-27,0.96
"Evansville",2020-08-27,0.88
"Chicago-Naperville-Elgin",2020-08-27,0.75
"Indianapolis-Carmel-Anderson",2020-08-27,0.62
"Kokomo",2020-08-27,0.57
"Lafayette-West Lafayette",2020-08-27,0.37
"Louisville/Jefferson County",2020-08-27,0.62
"Michigan City-La Porte",2020-08-27,0.74
"Muncie",2020-08-27,0.9
"South Bend-Mishawaka",2020-08-27,0.76
